Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label
So they've decided already antivirals don't work on this virus? HmmmðŸ¤”... Glad I have my ivermectin supply ready.,so theyve decided already antivirals dont work on this virus hmmmðÿ glad i have my ivermectin supply ready,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.6705}",0.6705,Positive
Don't buy any Chinese products .ðŸ˜Š,dont buy any chinese products ðÿš,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"We don't have any more sensible people in the labs, and obviously nobody who's capable of keeping s*** in the labs, why do we have these d*** labs? If they aren't doing anything but spreading disease, the only thing they should be doing is making cures for cancer and other such things. And yes, you do have to testem on animals and things like that, but why are they trying to figure out new viruses and how to f****** stop them?",we dont have any more sensible people in the labs and obviously nobody whos capable of keeping s in the labs why do we have these d labs if they arent doing anything but spreading disease the only thing they should be doing is making cures for cancer and other such things and yes you do have to testem on animals and things like that but why are they trying to figure out new viruses and how to f stop them,"{'neg': 0.095, 'neu': 0.813, 'pos': 0.092, 'compound': -0.3182}",-0.3182,Negative
"China is creating biological weapons. Yet the world, UN, WHO, are afraid to tell the truth",china is creating biological weapons yet the world un who are afraid to tell the truth,"{'neg': 0.142, 'neu': 0.637, 'pos': 0.221, 'compound': 0.1531}",0.1531,Positive
Whats scary about this one is it attacks the young,whats scary about this one is it attacks the young,"{'neg': 0.433, 'neu': 0.567, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative
"I'm supposed to be flying to Quingdao, Wuhan and Guangzhou next week for work ðŸ˜¬",im supposed to be flying to quingdao wuhan and guangzhou next week for work ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Thank you to the shitheads at FirstPost for posting another video meant to scare the masses. Such a wonderful video with scary background music, pictures and close ups of hypodermic needles, bacteria animations and nice bold text about crematoriums. I wonder what your shithead upper management team is up to now? Citizens . . . all news channels are propaganda machines for the elite that control your little world.",thank you to the shitheads at firstpost for posting another video meant to scare the masses such a wonderful video with scary background music pictures and close ups of hypodermic needles bacteria animations and nice bold text about crematoriums i wonder what your shithead upper management team is up to now citizens all news channels are propaganda machines for the elite that control your little world,"{'neg': 0.19, 'neu': 0.673, 'pos': 0.137, 'compound': -0.6705}",-0.6705,Negative
"People need to get a back bone and tell the vaccine and face diaper pusher people. The works of the flesh and the devil's dark kingdom NO. ðŸ˜¡ðŸ—¡ï¸ðŸ›¡ï¸ðŸ¹âš–ï¸ðŸ“œ And say Yes to our Heavenly Father, Lord and Savior Jesus Christ and Holy Spirit in all areas of life. â¤ï¸â¤ï¸â¤ï¸And keep some good quality Vitamin C Ivermectin and natural supplements on hand. ðŸ:trade_mark:‚ðŸ¦…ðŸ‡ºðŸ‡¸ðŸ¦…The UN, WHO, New World Order, and Economic Form all need to be Abalished !!! âš–ï¸WE THE PEOPLE need to study and uphold the Holy Bible, Noah Webster Dictionary 1828 and our Founding Documents of America. And keep them all in paper form. ðŸ“–ðŸ“—ðŸ“ƒðŸ¦…ðŸ‡ºðŸ‡¸ðŸ¦…",people need to get a back bone and tell the vaccine and face diaper pusher people the works of the flesh and the devils dark kingdom no ðÿðÿïðÿïðÿ¹âšïðÿœ and say yes to our heavenly father lord and savior jesus christ and holy spirit in all areas of life âïâïâïand keep some good quality vitamin c ivermectin and natural supplements on hand ðÿtrade_markðÿðÿºðÿðÿthe un who new world order and economic form all need to be abalished âšïwe the people need to study and uphold the holy bible noah webster dictionary 1828 and our founding documents of america and keep them all in paper form ðÿðÿðÿƒðÿðÿºðÿðÿ,"{'neg': 0.049, 'neu': 0.791, 'pos': 0.16, 'compound': 0.9062}",0.9062,Positive
Stop eating bats and every other animal with a heartbeat before you make us all sick,stop eating bats and every other animal with a heartbeat before you make us all sick,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.6705}",-0.6705,Negative
"Hey America here, send it right on over!",hey america here send it right on over,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Nobody knows but china secretly developed 6G also 5 years after developing 5G coincidentally there was also a virus back then go look it up china has now developed 6G,nobody knows but china secretly developed 6g also 5 years after developing 5g coincidentally there was also a virus back then go look it up china has now developed 6g,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Here we go again,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
What the luck is going on with China. Again.... seriously.....,what the luck is going on with china again seriously,"{'neg': 0.134, 'neu': 0.63, 'pos': 0.236, 'compound': 0.3182}",0.3182,Positive
"China and Decomcrats planing a new Game again, Against People and Trump",china and decomcrats planing a new game again against people and trump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Here we go again! China strikes back!,here we go again china strikes back,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
Why is it always China ðŸ˜…,why is it always china ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
What was on the menu this time? Or is someone trying to attack China through biological weapons? Can we not be your collateral damage please!,what was on the menu this time or is someone trying to attack china through biological weapons can we not be your collateral damage please,"{'neg': 0.283, 'neu': 0.646, 'pos': 0.071, 'compound': -0.7845}",-0.7845,Negative
ahhh shit here we go again,ahhh shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
"It's the flu that everybody here in the United States has been having lately. Come on, people don't be stupid. Just like COVID I had COVID November of 2019 months before COVID was pinpointed. They just have a larger density population",its the flu that everybody here in the united states has been having lately come on people dont be stupid just like covid i had covid november of 2019 months before covid was pinpointed they just have a larger density population,"{'neg': 0.055, 'neu': 0.776, 'pos': 0.169, 'compound': 0.6679}",0.6679,Positive
Please lets learn from covid and block all flights from china,please lets learn from covid and block all flights from china,"{'neg': 0.204, 'neu': 0.634, 'pos': 0.162, 'compound': -0.1531}",-0.1531,Negative
Viruses have been happening for over 200 years its notning new viruses happen,viruses have been happening for over 200 years its notning new viruses happen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Nice more chinese made viruses, and people think we are racist for pointing out facts and why people are getting mad about it",nice more chinese made viruses and people think we are racist for pointing out facts and why people are getting mad about it,"{'neg': 0.24, 'neu': 0.667, 'pos': 0.093, 'compound': -0.6597}",-0.6597,Negative
Its not deadly,its not deadly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Everything is made in china, shity clothing bad quality toys, temu ass speakers, Covid19, and now this!",everything is made in china shity clothing bad quality toys temu ass speakers covid19 and now this,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.7906}",-0.7906,Negative
These are footages from Covid.  Is this jounalism ?,these are footages from covid is this jounalism,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Is human metapneumovirus greater risk than covid-19? Is world going to face another lockdown? Here's all you need to know about HMPV.

https://youtu.be/SxOCcFEOPl0?si=q5GHJUwSKrACSedS",is human metapneumovirus greater risk than covid19 is world going to face another lockdown heres all you need to know about hmpv,"{'neg': 0.085, 'neu': 0.813, 'pos': 0.102, 'compound': 0.1027}",0.1027,Positive
Please place an immediate lockdown. Donâ€:trade_mark:t wait for it to spread like COVID. Otherwise weâ€:trade_mark:re gonna think this is a marketing strategy by pharmaceutical companies ðŸ˜¢,please place an immediate lockdown donâtrade_markt wait for it to spread like covid otherwise weâtrade_markre gonna think this is a marketing strategy by pharmaceutical companies ðÿ,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5859}",0.5859,Positive
Ohh shit here we go again ðŸ˜:registered:,ohh shit here we go again ðÿregistered,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
Why is it ALWAYS China? They love to make global pandemics,why is it always china they love to make global pandemics,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,Positive
That music.... I'm not sure what you are trying to achieve? Fear?,that music im not sure what you are trying to achieve fear,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.6324}",-0.6324,Negative
THE TERM'' F@CK AROUND AND OUT'' HAS ALWAYZ BEEN IN THE U.S AND CHINESE  VOCABULARY.....,the term fck around and out has alwayz been in the us and chinese vocabulary,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Nah escaping to now space,nah escaping to now space,"{'neg': 0.25, 'neu': 0.536, 'pos': 0.214, 'compound': -0.0516}",-0.0516,Negative
Disgusting dirty place,disgusting dirty place,"{'neg': 0.863, 'neu': 0.137, 'pos': 0.0, 'compound': -0.743}",-0.743,Negative
Project once more back,project once more back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
BREAKING NEWS: with the outbreak of this new Virus the CDC and WHO recommends we do the same things that didnâ€:trade_mark:t work last time.,breaking news with the outbreak of this new virus the cdc and who recommends we do the same things that didnâtrade_markt work last time,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.2263}",0.2263,Positive
They eat rats and strange animals without honor.,they eat rats and strange animals without honor,"{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.5312}",-0.5312,Negative
Next thing you they turn into zombies,next thing you they turn into zombies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
It' s not deadly. Don't panic because of this.,it s not deadly dont panic because of this,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.3093}",-0.3093,Negative
STOP EATING MEAT FROM ANIMALS LIVING IN THE TOILET!,stop eating meat from animals living in the toilet,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
I would love to have something come along that is taken more seriously than covid was. Covid pandemic still going and people pretended it away. I would love for something to come along like the virus in station eleven.,i would love to have something come along that is taken more seriously than covid was covid pandemic still going and people pretended it away i would love for something to come along like the virus in station eleven,"{'neg': 0.042, 'neu': 0.731, 'pos': 0.228, 'compound': 0.8722}",0.8722,Positive
I HOPE I DONT GET NO HMPV,i hope i dont get no hmpv,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.5842}",0.5842,Positive
"Bro, stop eating bats or other non-healthy things. All the time this...",bro stop eating bats or other nonhealthy things all the time this,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
lockdown season2 episode 1,lockdown season2 episode 1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Bio wepon??,bio wepon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Fake News ?,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
"Part two Covid-19, where the sheep ðŸ‘?
O not again for vaccination for sheeps..?! ðŸ˜",part two covid19 where the sheep ðÿ o not again for vaccination for sheeps ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Covid season 2,covid season 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Is everyone ready for the new vax!,is everyone ready for the new vax,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,Positive
Could they be doing it on purpose to control the population?,could they be doing it on purpose to control the population,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"the Chinese are not known for being very hygienic, so this is nothing of surprise. And this virus isn't new. We will not comply with ridiculous lockdown measures or any similar anti-freedom laws.",the chinese are not known for being very hygienic so this is nothing of surprise and this virus isnt new we will not comply with ridiculous lockdown measures or any similar antifreedom laws,"{'neg': 0.052, 'neu': 0.888, 'pos': 0.06, 'compound': 0.0762}",0.0762,Positive
China been playing Plague Inc again,china been playing plague inc again,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.2023}",0.2023,Positive
Any reported deaths due to this?,any reported deaths due to this,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Bible says in the end times will see a upsurge of Plague's,bible says in the end times will see a upsurge of plagues,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Just a bunch of bull crap again. People are so dumb,just a bunch of bull crap again people are so dumb,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.7809}",-0.7809,Negative
"Sick people equal money, sadly they wait until the last minute to take action",sick people equal money sadly they wait until the last minute to take action,"{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative
We are doomed itâ€:trade_mark:s here already all the Chinese who traveled for the holidays and came back to the US brought it with them already smh,we are doomed itâtrade_marks here already all the chinese who traveled for the holidays and came back to the us brought it with them already smh,"{'neg': 0.202, 'neu': 0.717, 'pos': 0.081, 'compound': -0.5994}",-0.5994,Negative
New movie,new movie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
What next zombie,what next zombie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"This Could Be Worst Than Corona Because 1974 Pandemic Is Very Much Linked To 2026 Especially For India.

Just Google ""Evil Dead Series"" And Mark Out The Years i.e. 1981, 1987, 2013, 2023 And Subtract The Last Three Digits i.e ""981"" , ""987"" With 3000 Years You Will Get 2019 So, Next Year Corona And Similarly 2013 Next Year Ebola Virus.

Similarly, If Years Are Like 2013 Or 2023 If You Substrate 4000 Years Again Just Google Those Years And Add Pandemic.

Unfortunately, 2026 & 2027 Are Targeting Years I Believe It's A Huge Conspiracy. There's A Pattern Being Predicted Even On Netflix Series And Also In The Share Market That A Something Big Is Being Planned For The Year 2026...

BUT IF ONLY AND ONLY GOD WILLS...!",this could be worst than corona because 1974 pandemic is very much linked to 2026 especially for india just google evil dead series and mark out the years ie 1981 1987 2013 2023 and subtract the last three digits ie 981 987 with 3000 years you will get 2019 so next year corona and similarly 2013 next year ebola virus similarly if years are like 2013 or 2023 if you substrate 4000 years again just google those years and add pandemic unfortunately 2026 2027 are targeting years i believe its a huge conspiracy theres a pattern being predicted even on netflix series and also in the share market that a something big is being planned for the year 2026 but if only and only god wills,"{'neg': 0.086, 'neu': 0.857, 'pos': 0.056, 'compound': -0.631}",-0.631,Negative
Prepare yourself for future.....,prepare yourself for future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
TRUMP WAS A PRESIDENT SO WE HAVE A Corona Virus and now TRUMP again and China have another Virus? It's so strange,trump was a president so we have a corona virus and now trump again and china have another virus its so strange,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.3327}",-0.3327,Negative
Literaly Covid Part 2,literaly covid part 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Get ready for round 2,get ready for round 2,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
Keep the Chinese away from all of us,keep the chinese away from all of us,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Iâ€:trade_mark:ve already had this and so has half of the people I know,iâtrade_markve already had this and so has half of the people i know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Yeah, right... just like the last plandemic bullshit.",yeah right just like the last plandemic bullshit,"{'neg': 0.281, 'neu': 0.37, 'pos': 0.348, 'compound': -0.0258}",-0.0258,Neutral
Chinese people eating food problems  dirty seafood some bad animals eating Chinese now worldwide facing virus problems,chinese people eating food problems dirty seafood some bad animals eating chinese now worldwide facing virus problems,"{'neg': 0.476, 'neu': 0.524, 'pos': 0.0, 'compound': -0.8957}",-0.8957,Negative
Shut the airport down in China,shut the airport down in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
All propaganda...as if no where else on earth no other virus is spreading in winter...YouTube is controlled by same syndicate.,all propagandaas if no where else on earth no other virus is spreading in winteryoutube is controlled by same syndicate,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
"IAM SORRY BUT FREAKING CHINESSE.
The crazy part is again they spread there sicknesses through tourism. Let's not forget the Chinesse SPY Balloon that flew across middle America an The USA downplayed it.Americans wake up also bundle up during these winter month. America has been for the Whites,Blacks,Jews, American Latinos,Native American Indians, don't get them confused with the Pakastani Hindus India they don't have no American History they just arrive in the 70's because of the brave blacks who fought for civil rights with the help of these cultures I just mention.Those other cultures they stay on the side lines don't want to be hated wanting to be whites.Next time check out those American activist who are protesting for American rights don't see chinesse nor Hindu India people.They live of the backs of blacks sweat n tears in America. 500yrs of Black Experience an history an here comes these virgins to the game of racism n hate an you gonna try an tell us how to be ðŸ˜‚ðŸ˜‚.Well lately these 2 cultures are getting there Ninja card pulled meaning yall not white yall are black to us MAGA whites. IAM WHITE an iam laughing an enjoying these Hindu n a Iranian wanna be whites get there Ninja card pulled just like PBD n vivek swammy RiverðŸ˜‚ðŸ˜‚ðŸ˜‚.",iam sorry but freaking chinesse the crazy part is again they spread there sicknesses through tourism lets not forget the chinesse spy balloon that flew across middle america an the usa downplayed itamericans wake up also bundle up during these winter month america has been for the whitesblacksjews american latinosnative american indians dont get them confused with the pakastani hindus india they dont have no american history they just arrive in the 70s because of the brave blacks who fought for civil rights with the help of these cultures i just mentionthose other cultures they stay on the side lines dont want to be hated wanting to be whitesnext time check out those american activist who are protesting for american rights dont see chinesse nor hindu india peoplethey live of the backs of blacks sweat n tears in america 500yrs of black experience an history an here comes these virgins to the game of racism n hate an you gonna try an tell us how to be ðÿðÿwell lately these 2 cultures are getting there ninja card pulled meaning yall not white yall are black to us maga whites iam white an iam laughing an enjoying these hindu n a iranian wanna be whites get there ninja card pulled just like pbd n vivek swammy riverðÿðÿðÿ,"{'neg': 0.139, 'neu': 0.757, 'pos': 0.104, 'compound': -0.8405}",-0.8405,Negative
"im tired of this shit , china why yall doing this again",im tired of this shit china why yall doing this again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.7579}",-0.7579,Negative
So they studied the last one intensely to see how they could intensify the rate of civilian infection because not enough of us died to satisfy their expectations.  These people are 100% DEMONIC!  It'll be the SAME playbook as their covid 19 experiment.   Check out the patents office.,so they studied the last one intensely to see how they could intensify the rate of civilian infection because not enough of us died to satisfy their expectations these people are 100 demonic itll be the same playbook as their covid 19 experiment check out the patents office,"{'neg': 0.068, 'neu': 0.875, 'pos': 0.057, 'compound': -0.1531}",-0.1531,Negative
"Another plandemic? on time, same time in the year again. Creating fear to reinforce what really isnt.",another plandemic on time same time in the year again creating fear to reinforce what really isnt,"{'neg': 0.157, 'neu': 0.735, 'pos': 0.108, 'compound': -0.25}",-0.25,Negative
All the panicky zealots are reawakening as we speak..,all the panicky zealots are reawakening as we speak,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
China really loved making problems,china really loved making problems,"{'neg': 0.292, 'neu': 0.295, 'pos': 0.413, 'compound': 0.3025}",0.3025,Positive
You make virus by eating insect etc....,you make virus by eating insect etc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"It's always China starting some Virus bullshit by eating everything that moves, whyðŸ˜­ðŸ:trade_mark:ðŸ»ðŸ’€",its always china starting some virus bullshit by eating everything that moves whyðÿðÿtrade_markðÿðÿ,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
Biological warfare against Trump.,biological warfare against trump,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
"oh my god ðŸ¤§ðŸ˜­ðŸ˜­Not again.
But i am in 10th ðŸ˜‚maybe it helps.",oh my god ðÿðÿðÿnot again but i am in 10th ðÿmaybe it helps,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6059}",0.6059,Positive
People do your research on self replicating mrna vaccine tested in japan.If it's true we could be in danger,people do your research on self replicating mrna vaccine tested in japanif its true we could be in danger,"{'neg': 0.147, 'neu': 0.733, 'pos': 0.121, 'compound': -0.1531}",-0.1531,Negative
Thank you china ðŸ˜‚ board exams are coming in india it will be cancelled,thank you china ðÿ board exams are coming in india it will be cancelled,"{'neg': 0.121, 'neu': 0.727, 'pos': 0.152, 'compound': 0.128}",0.128,Positive
Trump really is a harbinger of death.  Guess we can all rest easy with JFK jr in charge of the CDC right?,trump really is a harbinger of death guess we can all rest easy with jfk jr in charge of the cdc right,"{'neg': 0.146, 'neu': 0.746, 'pos': 0.108, 'compound': -0.25}",-0.25,Negative
"The chance of a new pandemic caused by HMPV is low. Although it is highly transmissible, HMPV has been circulating for decades and usually causes mild symptoms in most people. Pandemics tend to occur with new viruses for which the population has little or no immunity, such as SARS-CoV-2.",the chance of a new pandemic caused by hmpv is low although it is highly transmissible hmpv has been circulating for decades and usually causes mild symptoms in most people pandemics tend to occur with new viruses for which the population has little or no immunity such as sarscov2,"{'neg': 0.077, 'neu': 0.884, 'pos': 0.038, 'compound': -0.2551}",-0.2551,Negative
covid used last time to remove trump now this time if china make war on Taiwan 10 days out from trump inauguration biden declares martial law and dems stay in power,covid used last time to remove trump now this time if china make war on taiwan 10 days out from trump inauguration biden declares martial law and dems stay in power,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative
Stop eating rats in weird creatures,stop eating rats in weird creatures,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
"Ah shi, here we go again. 2025 is also a wtf year like 2020",ah shi here we go again 2025 is also a wtf year like 2020,"{'neg': 0.208, 'neu': 0.656, 'pos': 0.137, 'compound': -0.3182}",-0.3182,Negative
"Everyone calm down, This virus isn't new. USA is seeing this virus is rising again. My sister caught this virus and trust me we were very overwhelmed seeing her with all the machines around her and after three weeks, she pulled through. But please take precaution and IF YOUR FEELING ANY SYMPTOMS STAY AT HOME AND DON'T GET ANYONE ELSE SICK.",everyone calm down this virus isnt new usa is seeing this virus is rising again my sister caught this virus and trust me we were very overwhelmed seeing her with all the machines around her and after three weeks she pulled through but please take precaution and if your feeling any symptoms stay at home and dont get anyone else sick,"{'neg': 0.064, 'neu': 0.795, 'pos': 0.141, 'compound': 0.3174}",0.3174,Positive
Do we have enough toilet paper people?,do we have enough toilet paper people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"2020 Started with WTF (Wednesday,Thursday,Friday)

That year the covid-19 outbreaked in the whole world

2025 started with WTF (Wednesday, Thursday, Friday)

The new pandemic in coming? ðŸ’€ 
I wish it doesn't but we don't know",2020 started with wtf wednesdaythursdayfriday that year the covid19 outbreaked in the whole world 2025 started with wtf wednesday thursday friday the new pandemic in coming ðÿ i wish it doesnt but we dont know,"{'neg': 0.124, 'neu': 0.828, 'pos': 0.048, 'compound': -0.4497}",-0.4497,Negative
"I didnÂ´t get any shots while COVID, and I wonÂ´t get it now.",i didnât get any shots while covid and i wonât get it now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"This, is a, job ,forâ€¦â€¦BilyboyðŸ¤ gates, Murderna and Astraeugenicaâ€¦â€¦â€¦.in association withâ€¦â€¦.SheiztersðŸŽ‰",this is a job forââbilyboyðÿ gates murderna and astraeugenicaâââin association withââsheiztersðÿž,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Convid.2,convid2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Its a fake news,its a fake news,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
"The media chanced around covid do yep, This new one chance us again!",the media chanced around covid do yep this new one chance us again,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.4939}",0.4939,Positive
But itâ€:trade_mark:s not new why say itâ€:trade_mark:s new and itâ€:trade_mark:s not? Stop your nonsense.,but itâtrade_marks not new why say itâtrade_marks new and itâtrade_marks not stop your nonsense,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.6392}",0.6392,Positive
Fake news,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
Ok whats the weird animal they ate this time?,ok whats the weird animal they ate this time,"{'neg': 0.156, 'neu': 0.642, 'pos': 0.202, 'compound': 0.128}",0.128,Positive
"According to Mao Ning of PRC's foreing ministry, ""it is safe to travel to China"". I say BS, it is NEVER safe to travel to that godforsaken, Orc-loving place.",according to mao ning of prcs foreing ministry it is safe to travel to china i say bs it is never safe to travel to that godforsaken orcloving place,"{'neg': 0.074, 'neu': 0.836, 'pos': 0.09, 'compound': 0.1265}",0.1265,Positive
What did someone from China eat this time round,what did someone from china eat this time round,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
All the world need to seriously stand up to this country Iâ€:trade_mark:m sick of this,all the world need to seriously stand up to this country iâtrade_markm sick of this,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Negative
Govs and the rich class are keeping people piss poor and very unsanitary in almost every country. You are going to get another pandemic 100%. What you expect? ðŸ¤·ðŸ¼â€â:trade_mark:‚ï¸,govs and the rich class are keeping people piss poor and very unsanitary in almost every country you are going to get another pandemic 100 what you expect ðÿðÿ¼ââtrade_markï,"{'neg': 0.164, 'neu': 0.734, 'pos': 0.102, 'compound': -0.296}",-0.296,Negative
Another outbreak im scared ðŸ˜±,another outbreak im scared ðÿ,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
Stop Fudding the Markets ðŸ¤¨,stop fudding the markets ðÿ,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
"Ah shit, here we go again.",ah shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
How many people dies of itðŸ˜…,how many people dies of itðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Covid 19 Season 2 :(,covid 19 season 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
It's over the world is dead prepared for the day Doom,its over the world is dead prepared for the day doom,"{'neg': 0.414, 'neu': 0.473, 'pos': 0.112, 'compound': -0.7269}",-0.7269,Negative
regular news,regular news,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Covid 19 Season 2, Episode 1",covid 19 season 2 episode 1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Ah shit, here we go again.",ah shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
